chapter_id,hard_label,certainty
356,3,1.0
357,3,1.0
358,3,1.0
359,3,1.0
360,3,1.0
361,3,1.0
362,3,1.0
363,3,1.0
364,3,1.0
365,3,1.0
366,3,1.0
367,3,1.0
368,3,1.0
369,3,1.0
370,3,1.0
371,3,1.0
372,3,1.0
373,3,0.9999999995575308
374,3,1.0
375,1,0.9999999999336069
376,3,1.0
377,1,0.9999826798361229
378,1,1.0
379,1,0.9999999999904503
380,1,0.9999999999997726
381,3,1.0
382,3,1.0
383,0,0.9999999933468189
384,3,0.9999999999968168
385,0,0.9983143140571371
386,1,0.9999999047913707
387,3,1.0
388,1,0.9999999999995453
389,3,1.0
390,3,0.9999999999997726
391,3,1.0
392,3,1.0
393,3,1.0
394,3,0.9999915021864578
395,3,1.0
396,1,0.9999999968067641
397,1,0.9725659513353702
398,3,1.0
399,3,1.0
400,3,1.0
401,3,0.9999999995495727
402,2,0.9999999937072062
403,3,1.0
404,3,1.0
405,3,0.9999999992878656
406,0,0.9999955705577906
407,3,1.0
408,3,1.0
409,3,0.9999999957276486
410,2,0.9997238025240414
411,2,1.0
412,3,1.0
413,2,0.9435118557825016
414,3,0.9999997357297511
415,3,1.0
416,3,1.0
417,3,1.0
418,3,1.0
419,3,1.0
420,3,1.0
421,1,0.9999536563032216
422,3,1.0
423,3,0.9999999999997726
424,3,1.0
425,3,1.0
426,3,1.0
427,3,0.9999898041093283
428,3,1.0
429,3,1.0
430,3,1.0
431,3,1.0
432,3,1.0
433,3,1.0
434,3,1.0
435,3,1.0
436,3,1.0
437,3,0.9999999999993179
438,3,1.0
439,3,1.0
440,3,1.0
441,3,1.0
442,3,1.0
443,3,1.0
444,3,1.0
445,3,1.0
446,3,1.0
447,3,1.0
448,3,1.0
449,3,1.0
450,3,1.0
451,3,1.0
452,3,1.0
453,3,1.0
454,3,1.0
455,3,1.0
456,3,1.0
457,3,1.0
458,3,1.0
459,3,1.0
460,3,0.9999999999781721
461,1,0.9999998745029267
462,3,1.0
463,3,1.0
464,3,1.0
465,3,1.0
466,3,0.9999999999995453
467,1,1.0
468,1,1.0
469,1,0.9999999999947704
470,1,1.0
471,1,0.9999999999970441
472,1,1.0
473,1,1.0
474,1,1.0
475,1,1.0
476,1,1.0
477,3,0.9897484940120507
478,1,1.0
479,3,0.999789122179008
480,1,0.9999997510440463
481,3,0.8694659660976984
482,1,1.0
483,1,1.0
484,1,1.0
485,1,1.0
486,1,1.0
487,1,1.0
488,1,1.0
489,1,1.0
490,1,1.0
491,1,1.0
492,1,1.0
493,1,0.9999999993733582
494,1,1.0
495,1,1.0
496,1,0.9999999999704414
497,1,0.9999999998278781
498,0,0.8309388548416924
499,1,0.9999998976486547
500,1,1.0
501,1,1.0
502,2,0.9999999715134895
503,1,1.0
504,1,1.0
505,1,0.9999974697107243
506,1,1.0
507,3,0.9999991362161929
508,1,1.0
509,1,1.0
510,1,1.0
511,1,1.0
512,1,0.9999999999590727
513,1,1.0
514,1,1.0
515,1,1.0
516,1,1.0
517,1,0.9999999999313332
518,2,0.9999999999686224
519,1,0.9438763650802
520,1,0.9999999942931481
521,1,1.0
522,1,1.0
523,1,0.9999950863960049
524,1,1.0
525,1,1.0
526,1,0.9999971062280598
527,1,1.0
528,1,1.0
529,1,1.0
530,1,1.0
531,1,1.0
532,1,1.0
533,1,1.0
534,1,1.0
535,1,1.0
536,1,1.0
537,1,1.0
538,1,1.0
539,1,1.0
540,1,1.0
541,1,1.0
542,1,0.9999999999990905
543,1,1.0
544,1,1.0
545,3,0.9999905432495462
546,1,1.0
547,1,0.9582514541231952
548,1,1.0
549,1,0.9999998774603758
550,1,0.9999373237253207
551,1,1.0
552,3,0.9999999987571755
553,1,0.9999997039824832
554,1,0.9999999808537725
555,1,1.0
556,1,1.0
557,1,1.0
558,1,0.9999971312756991
559,1,1.0
560,1,1.0
561,1,0.9999968356876294
562,1,0.999999999998181
563,1,0.999999951754263
564,1,1.0
565,1,1.0
566,1,1.0
567,1,1.0
568,1,1.0
569,1,1.0
570,1,1.0
571,3,0.9999999763344934
572,1,0.9999511240196928
573,1,1.0
574,3,0.9989306774502158
575,3,1.0
576,3,1.0
577,3,1.0
578,3,1.0
579,3,1.0
580,3,1.0
581,3,1.0
582,3,1.0
583,3,1.0
584,3,1.0
585,3,1.0
586,3,1.0
587,3,1.0
588,3,1.0
589,3,1.0
590,3,1.0
591,3,1.0
592,3,1.0
593,3,1.0
594,3,1.0
595,3,1.0
596,3,1.0
597,3,1.0
598,3,1.0
599,3,1.0
600,3,1.0
601,3,1.0
602,1,0.9999999999988631
603,3,1.0
604,3,1.0
605,3,1.0
606,3,0.9999117198321642
607,3,1.0
608,3,1.0
609,3,1.0
610,3,1.0
611,3,1.0
612,3,1.0
613,0,1.0
614,0,1.0
615,0,0.9999999999245119
616,0,1.0
617,0,1.0
618,0,1.0
619,0,0.9999999999824922
620,0,1.0
621,0,1.0
622,0,1.0
623,0,0.99941819683546
624,0,1.0
625,3,0.9998917349201594
626,0,1.0
627,0,1.0
628,0,1.0
629,0,1.0
630,0,1.0
631,0,1.0
632,0,1.0
633,0,0.9999988040913524
634,0,1.0
635,0,1.0
636,0,1.0
637,0,1.0
638,3,0.9999999999990905
639,0,0.9999891058748713
640,0,1.0
641,0,1.0
642,0,1.0
643,0,1.0
644,0,1.0
645,0,1.0
646,0,1.0
647,0,1.0
648,0,1.0
649,0,1.0
650,0,1.0
651,0,1.0
652,0,1.0
653,0,1.0
654,0,1.0
655,0,1.0
656,0,0.9999997001335027
657,0,1.0
658,0,1.0
659,0,1.0
660,0,1.0
661,0,1.0
662,0,1.0
663,0,1.0
664,0,1.0
665,0,1.0
666,0,1.0
667,0,1.0
668,0,1.0
669,0,1.0
670,0,1.0
671,0,1.0
672,0,1.0
673,0,1.0
674,0,1.0
675,0,1.0
676,0,1.0
677,0,1.0
678,0,1.0
679,0,1.0
680,0,1.0
681,0,1.0
682,0,1.0
683,0,1.0
684,0,1.0
685,0,1.0
686,0,1.0
687,0,1.0
688,0,1.0
689,0,1.0
690,0,1.0
691,0,1.0
692,0,1.0
693,0,1.0
694,0,1.0
695,0,1.0
696,0,1.0
697,0,1.0
698,0,1.0
699,0,1.0
700,0,1.0
701,0,1.0
702,0,1.0
703,0,1.0
704,0,1.0
705,0,1.0
706,0,1.0
707,0,1.0
708,0,1.0
709,0,1.0
710,0,1.0
711,0,1.0
712,0,1.0
713,0,1.0
714,0,1.0
715,0,1.0
716,0,1.0
717,0,1.0
718,0,1.0
719,0,1.0
720,0,1.0
721,0,1.0
722,0,1.0
723,0,1.0
724,0,1.0
725,0,1.0
726,0,1.0
727,0,1.0
728,0,1.0
729,0,0.9999999999993179
730,0,1.0
731,0,1.0
732,0,1.0
733,0,1.0
734,0,1.0
735,0,1.0
736,0,1.0
737,0,1.0
738,0,1.0
739,0,1.0
740,0,1.0
741,0,0.9999999334444305
742,0,1.0
743,0,1.0
744,0,1.0
745,0,1.0
746,0,1.0
747,0,1.0
748,0,1.0
749,0,1.0
750,0,1.0
751,0,1.0
752,0,1.0
753,0,1.0
754,0,1.0
755,0,1.0
756,0,1.0
757,0,1.0
758,0,1.0
759,0,1.0
760,0,1.0
761,0,1.0
762,0,1.0
763,0,1.0
764,0,1.0
765,0,1.0
766,0,1.0
767,2,0.9989850067962636
768,0,1.0
769,0,1.0
770,0,1.0
771,0,0.9999757233099518
772,0,1.0
773,0,1.0
774,0,1.0
775,0,1.0
776,0,1.0
777,0,1.0
778,0,1.0
779,0,1.0
780,0,1.0
781,0,1.0
782,0,1.0
783,0,1.0
784,0,1.0
785,0,1.0
786,0,1.0
787,0,1.0
788,0,1.0
789,0,1.0
790,0,1.0
791,0,1.0
792,0,1.0
793,0,1.0
794,0,1.0
795,0,1.0
796,0,1.0
797,0,1.0
798,0,1.0
799,0,1.0
800,0,1.0
801,0,1.0
802,0,1.0
803,0,1.0
804,0,1.0
805,0,1.0
806,0,1.0
807,0,1.0
808,0,1.0
809,0,1.0
810,0,1.0
811,0,1.0
812,0,1.0
813,0,1.0
814,0,1.0
815,0,1.0
816,0,1.0
817,0,1.0
818,0,1.0
819,0,1.0
820,0,1.0
821,0,1.0
822,0,1.0
823,0,1.0
824,0,1.0
825,0,1.0
826,0,1.0
827,0,1.0
828,0,1.0
829,0,1.0
830,0,1.0
831,0,1.0
832,0,1.0
833,0,1.0
834,0,1.0
835,0,1.0
836,0,1.0
837,0,1.0
838,0,1.0
839,0,1.0
840,0,1.0
